,No.,GaodeLng,GaodeLat,housing_price,compact,open,large_low_rise,UGS,Distance,T20200518,T20210725,T20210324,T20191002,T20190904,T20221020,T20190306,T20230809,T20211221,T20191031,T20220522,T20200610,T20210505,T20200129,T20220410,T20220628,T20220406,T20200202,T20221125,T20230412,T20220611,T20210427,T20230408,T20211125,T20190707,T20220505,T20220702,T20230804,T20190610,T20191018,T20210212,T20210613,T20230915,T20210530,T20210501,T20190815,T20220928,T20200902,T20220501,T20220530,T20220526,T20230612,T20210328,T20200324,District_id,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Dist_8
668,669,113.710935,34.73762506,1.093626658,30.72204509,26.39778879,35.41076054,5.686308168,5.060312629,21.78031989,,15.37658995,34.47855546,30.64859654,26.07688447,10.14600525,36.39784468,19.79653151,,32.19704371,39.75638304,22.36174651,,32.67225609,40.90181118,25.59350529,15.25224238,17.27222974,,,31.99894249,23.89468245,13.60064021,31.05712092,25.72613722,36.6847205,51.52889534,40.07048325,12.80764676,,12.36280548,26.63130604,44.25189343,27.58771614,37.24637985,37.08404541,34.47658761,24.65703273,46.66859573,38.85721697,32.95764996,26.29388008,21.79363136,6,0,0,0,0,0,1,0,0
669,670,113.6996354,34.7375463,1.028311088,63.34597133,6.969337566,29.68469133,2.021074147,4.110034669,22.10800629,,15.37150707,35.57352644,30.06346735,26.39045207,10.08000822,36.64162548,19.80302211,,31.86804254,37.7818473,22.09461055,,33.87893734,40.86455268,25.89737968,16.06800598,17.28311925,,,31.72748993,23.62094999,13.83189402,30.70937977,25.5571312,36.16462277,51.32603769,,12.88131069,,12.16317773,26.78135986,44.13763123,27.46411582,37.4840942,36.87189392,34.012723,24.69100099,46.03763235,38.57599227,32.65140781,25.09955927,21.99592063,6,0,0,0,0,0,1,0,0
670,671,113.7109229,34.72892461,1.185398476,36.44248756,54.81737097,4.528204991,15.80732029,5.471892881,21.85696701,,14.63296848,32.05439647,28.15425568,27.83570003,9.805889653,36.62356464,18.53733551,,30.34125546,34.91229889,21.20120143,,33.81319005,38.4433815,23.48663158,15.15937681,16.74877428,,23.95667521,28.66540982,20.72317467,13.60371485,28.38449097,24.37367712,34.31778387,48.37301866,,12.90019524,,12.30319314,25.34875584,40.93050632,25.86291755,35.43000624,34.49111807,32.28006884,22.42494428,42.55228747,35.74013157,30.38962828,26.34538984,20.985906,6,0,0,0,0,0,1,0,0
671,672,113.7072132,34.72826784,1.238378726,57.01600649,29.963993,13.02000102,7.862009986,5.219034966,21.84296822,,14.62292462,32.3302714,28.51241274,28.43422445,9.700812309,36.73847282,19.01907405,,30.84365933,35.13209723,21.48745844,,33.54631169,39.09658852,24.22188072,14.97729778,16.78300762,,,29.46975382,21.08700657,13.80208065,28.97743658,24.46225624,34.73321514,49.33100608,,12.84900037,,12.21000805,25.69628867,42.12445012,26.55792966,35.85566721,35.12203168,32.72786842,23.25086862,43.21471142,36.82044705,30.75808223,26.56123379,21.19788055,6,0,0,0,0,0,1,0,0
672,673,113.6648796,34.73266793,0.546297226,84.92339542,5.696070338,9.380534899,6.004671806,2.374726368,21.16938838,,14.80133246,34.41709436,29.81327465,26.2883913,10.51137282,37.05163699,19.4383092,,31.18100758,35.57532202,22.22615951,10.9987727,34.63497413,39.95331977,25.71516217,15.72121629,16.98238125,9.229844862,,28.79497323,17.54950431,13.70491246,30.12608106,25.73591777,34.12300739,50.05657767,,12.9939057,,,25.67387695,43.12535932,27.94096093,36.71455857,35.36007522,33.36500664,24.6116163,44.32572793,37.25691996,30.45654375,24.67177939,21.63277373,6,0,0,0,0,0,1,0,0
673,674,113.6839849,34.72393852,1.252232818,71.68159137,5.458894175,22.85951351,2.671935202,3.995106573,21.37430872,,14.21783315,33.38026076,29.56680522,26.31972525,9.816208004,33.79015521,19.71280268,,31.23316994,36.37758058,21.80813122,10.76167467,33.04006806,40.0061175,24.90848783,14.87491209,16.63650077,,27.55375862,27.74566971,21.15923701,13.11205663,30.13551353,25.1727881,35.10913595,51.61867908,,12.69369625,,,26.18740601,43.13380471,27.10127452,36.17578566,35.49594136,33.28062534,24.89654182,44.42811481,37.99487224,31.23610915,24.50954566,21.31950069,6,0,0,0,0,0,1,0,0
674,675,113.6712728,34.72796526,0.8216514,71.0874307,17.32300931,11.5895588,8.078678735,3.047187407,20.89025918,,13.57400735,34.54147067,29.21214362,26.80395545,9.944437148,35.70490344,19.34753795,,31.14432799,36.65815407,21.72600746,10.48937777,33.52157708,39.98359056,25.96837035,15.77124042,17.13400536,9.307753442,24.63572475,28.0023621,20.99491028,13.62765955,29.98184806,24.93198103,34.18565776,48.54918633,,12.65941029,,,26.15301334,42.20560383,27.15705075,35.93385221,35.37591041,32.35380245,24.53313179,43.40076514,37.44405664,30.11026001,24.84675732,21.37746093,6,0,0,0,0,0,1,0,0
675,676,113.6748856,34.72715918,0.752405107,77.84361434,15.79582851,6.360558667,4.003009203,3.262630504,21.64100628,,14.17917124,33.92571934,29.04550571,26.52696672,9.874477789,35.83504182,19.0662104,,31.46062404,36.13415585,21.45597091,10.62603134,34.24638081,40.09950562,25.16213112,15.52443608,17.11838074,9.066081109,24.58601074,27.49375553,20.95663013,13.91167254,29.59363079,24.97848627,34.65746009,50.24467425,,12.73730513,,,26.81786325,42.45575657,26.60727365,35.79298161,35.53088494,32.49894932,24.67988071,43.8123806,37.43365325,31.02271983,24.69222815,21.49161162,6,0,0,0,0,0,1,0,0
676,677,113.6704908,34.72235822,1.469950146,69.29668183,17.7376872,12.96563287,7.496461467,3.612598094,21.27811128,,,34.08321654,28.75435359,26.03548475,9.971651488,34.4960378,19.14950542,,31.11861333,36.41293966,21.29788074,10.29694413,34.50258536,39.46560535,25.09494339,16.6043283,16.55238056,9.356466163,28.9417495,27.96620912,20.98630269,13.25817986,29.56544881,24.48367063,34.0471489,49.97413951,,12.88688126,,,26.50850582,41.64418862,26.88766065,36.34988019,35.2698056,32.57263012,24.46466538,42.90430808,37.01000574,30.40640259,23.43993491,21.47478246,6,0,0,0,0,0,1,0,0
677,678,113.6704908,34.72235822,1.212332337,69.29668183,17.7376872,12.96563287,7.496461467,3.612598094,21.27811128,,,34.08321654,28.75435359,26.03548475,9.971651488,34.4960378,19.14950542,,31.11861333,36.41293966,21.29788074,10.29694413,34.50258536,39.46560535,25.09494339,16.6043283,16.55238056,9.356466163,28.9417495,27.96620912,20.98630269,13.25817986,29.56544881,24.48367063,34.0471489,49.97413951,,12.88688126,,,26.50850582,41.64418862,26.88766065,36.34988019,35.2698056,32.57263012,24.46466538,42.90430808,37.01000574,30.40640259,23.43993491,21.47478246,6,0,0,0,0,0,1,0,0
678,679,113.6912204,34.73871149,1.490788546,57.36159902,4.090078853,38.54832066,2.652206768,3.365885625,21.81174692,,15.394183,35.5957918,31.10387897,26.59695564,10.54627962,36.77531956,20.58703033,,32.0594966,37.78126582,23.01413872,11.39364321,34.13905091,42.46077595,26.53741361,15.60357241,17.77239549,,29.39001465,32.81331598,24.32484042,14.08253711,31.58608178,26.21667246,36.71056638,53.26974408,,13.04723833,9.270009359,12.46025199,26.04412483,44.79189238,28.8803326,38.81423892,37.54399199,34.9016304,26.28342719,46.63140594,39.29899616,33.33203207,24.1859585,21.98388195,6,0,0,0,0,0,1,0,0
679,680,113.6790714,34.72857097,1.177060833,82.60426701,10.42750186,6.968229605,3.015346827,3.317111738,21.93323607,,14.68319572,34.24923589,29.75317112,26.66311419,10.07683833,36.34245593,19.31373081,,31.82258635,36.56698628,21.87141731,10.86962948,34.46863022,40.52975483,25.04519653,15.03944042,17.05263195,9.100006104,24.57000732,28.22233246,21.41956603,13.91812222,30.34418323,25.43000507,35.06798138,52.33081898,,12.69876709,,,26.5867738,43.43857816,27.15708762,36.3207599,35.81704885,33.52658815,25.20210341,44.89076523,38.05857631,31.54382063,25.29013216,21.66630196,6,0,0,0,0,0,1,0,0
680,681,113.6705413,34.72560596,1.045934046,70.43202603,19.95114039,9.616832713,10.83966201,3.27047207,21.09342358,,13.07240845,34.23435415,28.75509852,26.64288044,9.802961242,34.97931003,19.08625546,,31.10565887,36.17134719,21.28863125,10.39777469,33.86887384,39.21805692,25.34725533,16.42093786,17.08387947,9.236714428,27.13591489,27.73620837,20.83137275,13.50675449,29.42913132,24.60684127,33.71241007,48.80935019,,12.74338112,,,26.33164105,41.56888032,26.76050587,35.87645835,35.17240479,32.27620687,24.31563148,42.86825485,36.9757555,29.96123067,24.28642593,21.41000654,6,0,0,0,0,0,1,0,0
681,682,113.6788435,34.73125477,0.790384072,74.47224561,14.70376765,10.82398729,5.259191679,3.06031944,21.88259944,,15.0286351,34.4330653,29.68396821,27.58759077,10.10069764,36.51557555,19.49088154,,31.6673982,36.33519503,21.9126489,10.93918864,34.51541502,40.26961847,25.05832876,14.95738144,17.35367594,10.17001343,,28.42590673,21.58605731,14.06680065,30.10275631,25.25969416,34.86304445,51.8809892,,12.57324422,,,26.1283725,43.4254778,27.11506879,36.11435995,35.81051172,33.43808059,24.81557552,44.63462963,37.81478536,31.27550942,25.8138568,21.69778424,6,0,0,0,0,0,1,0,0
682,683,113.6811591,34.72753714,2.283903564,79.76932357,5.908343679,14.32233262,2.090591603,3.519413368,21.90810713,,14.55000622,33.99939307,29.81704297,26.24207224,10.05750599,36.52425228,19.22044041,,31.89325638,36.74279032,21.86695408,10.85120983,33.96578089,40.68571928,24.91189364,15.07675648,16.835164,9.132856097,25.57667542,28.37151562,21.36161032,13.6990964,30.50975105,25.53863144,35.26359145,52.453156,,12.67561298,,,26.37875621,43.48145376,27.2585779,36.24478067,35.65882504,33.62648327,25.39700451,44.94598043,38.27571874,31.44559033,25.12226405,21.66814219,6,0,0,0,0,0,1,0,0
683,684,113.6769422,34.72680466,1.210432297,80.20855683,11.52249877,8.268943063,3.271392993,3.384484745,21.806652,,14.39667087,33.95833819,29.35738106,26.17987422,9.953091657,36.1460344,19.1212999,,31.62900049,36.14736324,21.6223835,10.71000682,34.48013077,40.22354918,24.90497498,15.36628012,17.06342235,8.992506409,25.1055603,27.65755343,21.00441481,13.95685462,29.83582818,25.19289816,34.85150719,50.70583363,,12.80098862,,,26.83111718,42.81550655,26.82811943,35.90618869,35.63185685,32.89888115,24.96987838,44.15275555,37.68620764,31.25079932,24.67843321,21.55768033,6,0,0,0,0,0,1,0,0
684,685,113.676787,34.73113272,1.037659645,77.21779471,15.68595261,7.096253366,5.749500689,2.964639273,21.82329743,,14.9334259,34.6268045,29.45646582,27.7940596,10.04457507,36.25629526,19.58093982,,31.65388203,36.65918756,21.8633831,10.9029251,34.33497572,40.39863091,25.58494455,15.14050617,17.40886582,9.674005127,,28.05981733,21.79778525,14.04487509,30.02193133,25.14535139,35.01531493,51.80467173,,12.5202066,,,26.54667334,43.33944683,27.02242947,36.14103371,36.0342818,33.06263084,24.74230332,44.66737995,38.06623178,31.24893107,25.616714,21.69235229,6,0,0,0,0,0,1,0,0
685,686,113.6798892,34.72726274,1.053907224,85.22624156,7.151159969,7.62259655,2.397038393,3.47962002,21.92494447,,14.552278,33.97679685,29.78069876,26.29578337,10.02525578,36.45028305,19.19354506,,31.86031725,36.5873473,21.85514641,10.82796328,34.24763031,40.61051745,24.85051012,15.08136457,16.84329849,8.850002582,25.51000468,28.21571985,21.22925587,13.80748695,30.40013046,25.47956531,35.16539138,52.20016799,,12.75906113,,,26.60020207,43.42409511,27.19994416,36.34505354,35.62825527,33.48329703,25.43138804,44.79688491,38.16799217,31.63510411,24.94388065,21.65931385,6,0,0,0,0,0,1,0,0
686,687,113.6831754,34.73157752,1.048439701,58.51450075,15.18539733,26.30010249,2.058753615,3.282935012,21.46120141,,15.13276655,34.13538936,30.16329785,26.47292926,10.21775494,37.16099983,19.68412332,,31.62887439,36.42215758,22.0683737,10.95263195,33.7361311,41.57144345,25.38557492,14.83734768,17.11513214,,,29.59780538,21.67302507,13.73000753,30.58962352,26.12886685,35.48235674,51.28116423,,12.67088374,,,24.61375523,43.56801856,27.62434512,35.87935728,35.78118593,33.7469001,25.95767749,45.30510096,37.99625568,31.19803148,26.00089177,21.52522595,6,0,0,0,0,0,1,0,0
687,688,113.6713579,34.76398034,1.48003825,29.59491008,69.42630401,0.978784623,23.2066012,1.608960287,21.83051117,,15.50429123,32.92463055,28.51593131,25.90094858,10.54550667,35.84652798,18.92862246,,31.01000606,35.15830831,21.48074718,11.099199,33.74722097,38.56675606,23.27124118,15.50041638,17.15952276,,29.50937945,28.40731097,,14.55112301,28.31658973,24.21222844,33.35755258,49.15943599,,13.01840078,9.78263092,12.63381667,25.99575577,40.44852476,25.65025967,35.07137871,34.60441713,32.76418333,23.38790762,43.69438095,33.97620865,30.11845256,22.07841424,21.89211714,4,0,0,0,1,0,0,0,0
688,689,113.6642338,34.76026875,0.584537919,64.49961398,27.58961389,7.910772162,6.303592911,0.879080374,21.5601298,,15.17213154,33.979265,29.23848541,25.87211675,10.63338242,35.17099214,19.67199423,,31.2360227,35.85027643,22.10786793,11.12049791,33.15547265,40.24478927,24.64750481,14.3942931,16.62975655,,31.12253696,29.45823028,,13.56050035,29.54359139,24.49412387,34.53413578,51.79225484,,13.04038105,9.30790767,,26.14975955,42.28547889,27.11893641,37.03778415,35.6774292,33.7806303,24.71608184,45.15240601,35.98987956,31.39186902,20.98181443,21.5374138,3,0,0,1,0,0,0,0,0
689,690,113.6754526,34.7562943,0.707955724,85.4790411,12.11336163,2.407595398,0.170889697,1.522606352,21.90258405,,15.46409271,34.83919795,29.53398274,24.61136505,10.52612953,35.28652799,20.00550499,,31.54087993,36.92068728,22.19074786,11.0923959,32.28538074,39.98295417,24.94988041,15.53768243,17.0806975,,30.36291984,30.19705066,20.35309073,14.42459855,29.62899375,24.59675579,34.822585,52.09034966,,13.15150642,9.473587413,,26.05731338,42.48926122,27.15400677,36.62778501,36.33038292,33.67189227,24.0110054,44.69746991,37.25076506,31.48377218,24.02238707,21.92513142,6,0,0,0,0,0,1,0,0
690,691,113.6736877,34.75594898,0.803453291,89.12673143,10.26215006,0.611120616,0.114392842,1.356565957,21.94522613,,15.51314943,35.18503661,29.70889697,24.52774259,10.58329574,35.01377404,20.1703804,,31.67457857,37.09365307,22.13738194,11.14901184,32.54019089,40.1328981,25.18175583,15.81516783,17.13352746,,30.7806211,30.37253831,18.95001221,14.32388153,29.70127212,24.49931403,34.80840273,52.27934916,,13.12688141,9.458827427,,26.20434532,42.6001318,27.11189318,36.92825699,36.85247426,33.70962812,24.38176162,45.1015325,37.57314948,31.45899268,23.63330834,22.00528542,6,0,0,0,0,0,1,0,0
691,692,113.6542193,34.76037668,0.587436114,63.02128532,32.86210123,2.176474767,15.83339773,0.883591493,21.44988373,,14.59849493,34.82649905,28.53440751,26.00585534,10.07192856,36.6300072,19.21503895,,31.16050701,35.41382652,21.72304525,11.08000183,34.86760007,38.70925212,24.66509952,15.32975376,17.00698891,,30.72497164,29.32628069,,14.08385083,28.77375622,24.07594171,33.6142561,50.10200882,,12.69124123,9.366232242,12.9863217,25.99403026,41.46450424,26.27969512,35.34590632,36.58603095,32.77384409,23.58111798,44.36374836,36.264007,30.19102663,18.11150818,21.82553404,3,0,0,1,0,0,0,0,0
692,693,113.6948339,34.74321512,1.125890629,56.95748616,15.41985443,27.62265958,1.933781815,3.462183496,21.44190573,,15.10396744,35.33488007,30.52325611,26.48350215,10.69189783,37.04079585,19.75031781,,31.19469333,38.33923596,22.45593103,11.35392731,33.30241143,41.36247452,25.24358603,14.73000606,16.79978687,,29.44800568,32.45705688,23.10387993,13.65370988,31.10628686,25.4161684,36.06333973,52.03326715,34.71000163,12.86031536,9.392862956,12.54534527,26.20484383,43.69261274,27.72539227,37.99730159,36.43963146,34.59994296,25.01988144,45.97688478,38.05629668,32.41027749,24.47865502,21.64752349,6,0,0,0,0,0,1,0,0
