,No.,GaodeLng,GaodeLat,housing_price,compact,open,large_low_rise,UGS,Distance,T20200518,T20210725,T20210324,T20191002,T20190904,T20221020,T20190306,T20230809,T20211221,T20191031,T20220522,T20200610,T20210505,T20200129,T20220410,T20220628,T20220406,T20200202,T20221125,T20230412,T20220611,T20210427,T20230408,T20211125,T20190707,T20220505,T20220702,T20230804,T20190610,T20191018,T20210212,T20210613,T20230915,T20210530,T20210501,T20190815,T20220928,T20200902,T20220501,T20220530,T20220526,T20230612,T20210328,T20200324,District_id,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Dist_8
417,418,113.6385205,34.72238395,0.955409041,79.48771866,15.03331349,5.478969882,2.135452025,3.941053796,22.44329872,,,35.23367677,29.17541523,24.9193229,10.29874024,36.01629844,19.891249,,31.36255243,37.22899834,21.87938213,11.2381457,31.63113883,40.6984322,25.29149708,15.54949951,17.11730151,9.658506203,28.71223077,30.36500721,20.80611731,14.38000604,29.96488018,24.80962904,34.46913147,51.27677833,39.92581886,13.08700657,9.295561614,,27.08233508,43.14304284,26.88086898,36.52101908,36.4159571,34.21864771,24.49379596,43.98874899,37.5264835,31.78487456,21.38526917,22.17062643,3,0,0,1,0,0,0,0,0
418,419,113.6463016,34.73196135,0.658193154,94.31376464,2.548863457,3.137371353,4.139694897,2.669008656,22.08089636,,14.44189144,35.35645831,30.31210421,26.30700607,10.8013624,36.24838607,20.51868501,,31.91528896,37.96203961,22.91348475,11.62848673,35.45929526,41.14962595,25.75390548,15.07152277,17.17559549,10.10938448,,32.77566624,19.34313011,14.20888042,31.11284416,25.2543107,34.94907389,54.10386631,,13.2441288,9.727900455,,27.28025703,43.93398031,28.14093738,37.30346641,36.74516462,34.58182991,25.28862259,45.84557565,38.82423733,31.70343059,22.51313133,22.29331151,3,0,0,1,0,0,0,0,0
419,420,113.6452462,34.73271547,0.742100892,94.71711558,2.145511359,3.137371353,3.666477907,2.639504583,22.13712047,,14.32045461,35.35568454,30.27881032,26.10075588,10.76951185,36.49390017,20.46288052,,31.91516305,37.93760971,22.96475677,11.66902942,35.15609286,41.06742514,25.65572002,15.37924407,17.17388077,10.06359076,,32.81165011,19.32579603,14.27646556,31.07359529,25.25750692,34.79948044,54.06833988,,13.26751955,9.731138409,,27.31325607,43.93987763,28.16371759,37.474355,36.64575539,34.70739651,25.24747457,45.76725559,38.67675591,31.68766038,22.46799339,22.28936152,3,0,0,1,0,0,0,0,0
420,421,113.6400301,34.73369743,0.575716779,95.98089701,3.102905311,0.916198111,3.287283932,2.814598297,22.31976095,,,34.54225597,30.02288265,25.59375668,10.63907391,36.49640121,19.82926508,,31.48044127,37.66233449,22.72736575,11.52209406,31.89050331,40.6551956,24.75363102,15.35278087,16.72887435,10.03219959,,32.32275091,19.54841187,14.28528571,30.80032022,25.29748478,34.50705778,52.95226156,,13.25038368,9.425360169,,27.13855921,43.36235272,27.81692524,37.48850555,35.58371701,33.94296867,24.86094771,44.49762936,37.69892193,31.2167825,22.51049974,22.151474,3,0,0,1,0,0,0,0,0
421,422,113.6439888,34.72655469,0.333026746,77.61840676,17.21140159,5.170192107,2.070022139,3.301749876,21.99299344,,,34.39013119,29.99725704,26.24888153,10.39336021,37.05045444,19.961487,,31.13738041,36.48500687,22.48354875,11.02738043,35.08431279,40.78750515,24.77201776,15.40197848,16.74145105,9.722632408,,31.36899345,20.76218315,14.15808219,30.5253132,25.06225586,34.58771257,52.28314365,40.1499939,13.08987961,9.49903181,,27.08741497,43.07222833,27.49775505,36.93582926,35.72044728,33.80120159,24.59238439,43.86222877,37.3173022,30.99804568,22.69595569,22.04132656,3,0,0,1,0,0,0,0,0
422,423,113.6399522,34.72453651,0.793965482,79.68261892,14.59010725,5.727273961,2.062759765,3.668536005,22.44864024,,,34.40420306,29.21352823,25.13325558,10.2607563,36.67144629,19.86963365,,31.14178448,36.28635834,21.95475712,11.11063162,33.27994113,40.52686065,24.64175529,15.47335934,17.01086916,9.541132164,28.21857997,30.14025483,20.73923825,14.52776986,29.88371536,24.71227029,34.23840012,50.89636372,39.98096414,13.13214418,9.413360399,,27.20485145,42.94006808,26.87407863,36.52824565,35.93798152,34.1526472,24.25761857,43.58238258,37.00900517,31.44386472,22.10131106,22.26413078,3,0,0,1,0,0,0,0,0
423,424,113.6395567,34.73492601,0.575073517,93.69221602,4.926672154,1.05433327,3.483559919,2.737511114,22.38248385,,,34.59113873,29.88988125,25.36305057,10.57870066,36.28125615,19.786714,,31.52963295,37.60475689,22.6208709,11.56553488,32.43838234,40.66261709,24.79235218,15.37892357,16.77913055,9.932351158,,32.12874242,19.14029628,14.34987882,30.7477562,25.17099754,34.4795003,52.73760253,,13.25241147,9.461674372,,27.23654655,43.28308739,27.57730256,37.40456323,35.6113905,33.89820435,24.95570122,44.55013098,37.63825531,31.20750594,22.38429137,22.10200721,3,0,0,1,0,0,0,0,0
424,425,113.6449064,34.73612672,1.014169108,97.03030433,1.924004731,1.045691799,4.736248303,2.332564303,22.43200628,,14.30319896,35.35874244,29.91563015,25.2093847,10.60702439,36.18722615,20.22673486,,31.95352691,37.33479722,22.64988079,11.97666995,35.67541466,40.61494233,25.50700531,15.96175537,17.25938849,9.622505612,,32.04797208,17.17000326,14.45780398,30.82346735,24.94730753,34.3399423,53.10323063,,13.20887267,9.970841726,,27.39830871,43.74846802,27.77465955,37.0713631,36.54726525,34.43733357,25.05755423,45.34725647,38.29932115,31.42963028,22.73400478,22.28962267,3,0,0,1,0,0,0,0,0
425,426,113.6431071,34.73679718,2.200349834,96.80814996,1.100449553,2.091399686,3.212398851,2.369923072,22.4724138,,14.18313169,35.19563217,30.07050847,24.96837112,10.5857281,35.84674197,20.17741319,,31.88563023,37.72347462,22.6334626,11.92019423,35.09225693,40.77894924,25.43785424,16.04673431,17.14963036,9.677774224,,32.15926867,17.11667887,14.34728872,30.95215887,24.95058819,34.45780551,53.25791375,,13.21211669,9.706303349,,27.37111673,43.76014752,27.82752223,37.10633348,36.39618984,34.38164955,25.1648819,45.3070953,38.28187981,31.36962089,22.74738083,22.27866158,3,0,0,1,0,0,0,0,0
426,427,113.643972,34.72500123,0.58835025,74.99107704,20.62421604,4.384706547,2.379599358,3.459496302,21.91559634,,,34.50338154,29.83266459,25.92702546,10.30279097,36.96396225,19.90304945,,31.12120047,36.40859594,22.25888309,11.04739778,35.33512181,40.55166179,24.83012962,15.56711065,16.974228,9.552411816,28.14454512,31.01165095,20.78772147,14.30578329,30.35390295,24.89788055,34.43962561,51.62635592,39.99571882,13.13812962,9.5014112,,27.04688206,43.05938834,27.24325485,36.98247613,35.77277437,33.86823437,24.4307758,43.65616996,37.07654711,30.92232937,22.7015294,22.04975567,3,0,0,1,0,0,0,0,0
427,428,113.6418762,34.72518365,1.529151478,76.66174415,17.87555565,5.462701137,2.896531158,3.523010173,22.22291777,,,34.260006,29.52238102,25.58279052,10.2688818,36.94735677,19.9462334,,31.00747333,36.15767934,22.13225822,11.01694566,34.43014192,40.46155847,24.589124,15.55582631,16.91621522,9.581882477,27.64334106,30.6051012,20.66445245,14.46778455,30.08296098,24.85149654,34.28810545,51.29076915,39.69903663,13.10287991,9.478291321,,27.15840431,42.92375507,27.11730036,36.79211843,35.75174689,33.95124045,24.23517189,43.42106259,36.862006,31.09343025,22.4458529,22.12032025,3,0,0,1,0,0,0,0,0
428,429,113.6326031,34.73694897,0.874445705,82.25690557,10.96770624,4.182949831,4.902638515,3.051345144,22.29907007,,,35.09616953,29.49450684,26.06418291,10.61683816,36.79152878,20.08137913,,31.59200649,38.0490057,22.33688107,11.34924703,33.55200672,40.23719121,25.24714954,15.43137971,17.11311179,10.07893592,28.44019418,31.26013699,21.21762492,14.26887253,30.42658861,25.0562802,34.35012969,52.16197014,43.12636774,13.06280195,9.637587404,,27.21625462,43.00100574,27.02963465,36.84615577,36.23745917,33.23952898,25.09667404,44.69889455,37.70000687,30.8600058,20.5242548,22.13481584,3,0,0,1,0,0,0,0,0
429,430,113.6269436,34.73095387,0.724728171,89.80608387,9.145992798,0.002112293,6.265335503,3.872385126,22.57566728,,,34.06839217,29.64213104,26.33554116,10.35309102,36.69105771,19.56421781,,31.03667215,37.27013214,22.17932186,10.98572104,34.71721123,40.56155238,24.60026029,16.22522238,16.51838131,9.861310686,28.33500671,29.93872422,20.62912582,14.04292667,30.14700508,24.99942529,34.24800472,52.46894766,41.34031975,12.79734976,9.298755836,,27.32437935,42.74445089,26.82714957,36.22434489,35.23425732,32.99731357,24.72350578,43.86752168,37.27348413,31.6692364,21.30550613,22.3603222,3,0,0,1,0,0,0,0,0
430,431,113.6266402,34.72844973,0.803710985,91.2044717,8.546122759,0.0,5.282502678,4.078084198,22.74899389,,,33.82661006,29.19642583,26.04152515,10.12132618,36.89000448,19.26187916,,31.02422059,36.74988115,21.86799286,10.57026359,34.14667313,40.10654479,24.2037571,15.67085159,16.29252154,9.499882639,,29.40960345,20.1829619,14.09913254,29.78387985,24.63100499,33.95575542,51.95094473,40.87087955,12.77609348,9.106735517,,27.14057164,42.38434548,26.51692068,35.86850567,34.84304961,32.80917257,24.19370882,43.42840105,36.88535103,31.26531474,20.76491248,22.19510039,3,0,0,1,0,0,0,0,0
431,432,113.6263489,34.7252842,1.118467199,87.79829018,6.276396676,5.925313372,4.371006992,4.344019445,22.75721011,,,33.63025747,28.65513115,26.00680014,9.867726,37.12200317,19.28988037,,30.97025907,36.11994375,21.69541518,10.50127689,33.47077566,39.94065168,24.20000674,14.9335022,16.27705143,9.510886138,,29.30484986,20.25783108,14.27750683,29.36089296,24.32434006,33.75377996,51.78168421,40.19488106,12.80068913,8.980376632,,26.54987913,42.53981776,26.39931483,35.75654669,34.86393042,32.64762868,24.04350471,43.32887412,36.69675598,31.17599273,19.66317625,22.07137398,3,0,0,1,0,0,0,0,0
432,433,113.6347614,34.73630033,0.920266821,82.04006717,11.83388237,3.453992913,3.841708831,2.942455048,22.28138968,,,34.91475601,29.29684012,25.70150661,10.47943979,36.81524464,19.94750481,,31.42950611,37.70241093,22.19373279,11.26425591,33.01595644,40.16761297,24.84044121,15.47644482,16.85038564,9.998113478,28.47600861,31.0582925,20.35575152,14.39691765,30.13579267,24.9041413,34.17190359,51.6211346,42.89001465,13.1392664,9.566601692,,27.23787975,42.48790656,26.78271139,36.66350632,35.66400528,33.21630451,24.83238087,43.97638054,37.34840092,30.72451863,20.92208152,22.07775574,3,0,0,1,0,0,0,0,0
433,434,113.6380307,34.72773255,0.820556819,92.24370673,4.551953327,3.204340144,2.938394821,3.457065227,22.5368803,,,34.11198049,28.9262809,25.0582046,10.22124001,36.77993209,19.62379332,,30.98185824,36.22661029,21.88543927,10.80333998,31.09832972,40.22111568,24.09745855,15.22578444,16.63767881,9.695507813,,29.84923299,20.53895649,14.52111741,29.58610679,24.58855825,34.04247557,50.92185872,40.28877376,13.01286306,9.212139689,,27.23926554,42.25161914,26.65845333,36.51646269,35.16400623,33.63187063,24.04200535,43.13165303,36.68580816,31.30358383,22.64051353,22.26051389,3,0,0,1,0,0,0,0,0
434,435,113.6380307,34.72773255,0.762385161,92.24370673,4.551953327,3.204340144,2.938394821,3.457065227,22.5368803,,,34.11198049,28.9262809,25.0582046,10.22124001,36.77993209,19.62379332,,30.98185824,36.22661029,21.88543927,10.80333998,31.09832972,40.22111568,24.09745855,15.22578444,16.63767881,9.695507813,,29.84923299,20.53895649,14.52111741,29.58610679,24.58855825,34.04247557,50.92185872,40.28877376,13.01286306,9.212139689,,27.23926554,42.25161914,26.65845333,36.51646269,35.16400623,33.63187063,24.04200535,43.13165303,36.68580816,31.30358383,22.64051353,22.26051389,3,0,0,1,0,0,0,0,0
435,436,113.6380307,34.72773255,1.173492341,92.24370673,4.551953327,3.204340144,2.938394821,3.457065227,22.5368803,,,34.11198049,28.9262809,25.0582046,10.22124001,36.77993209,19.62379332,,30.98185824,36.22661029,21.88543927,10.80333998,31.09832972,40.22111568,24.09745855,15.22578444,16.63767881,9.695507813,,29.84923299,20.53895649,14.52111741,29.58610679,24.58855825,34.04247557,50.92185872,40.28877376,13.01286306,9.212139689,,27.23926554,42.25161914,26.65845333,36.51646269,35.16400623,33.63187063,24.04200535,43.13165303,36.68580816,31.30358383,22.64051353,22.26051389,3,0,0,1,0,0,0,0,0
436,437,113.6249941,34.72758772,1.481413161,89.98652377,9.024233938,0.761610262,4.517484385,4.253709483,22.8293879,,,33.80775681,28.87525635,25.67075672,9.947783105,36.88818637,19.08509855,,31.10620832,36.42815409,21.6832552,10.46041403,34.36484088,39.84155273,24.02429256,15.30923638,16.30082386,9.467756081,,29.02195423,20.07051183,14.30205768,29.45063076,24.42253866,33.82825546,51.51834935,40.46538029,12.71683858,8.972863618,,27.10094812,42.14814313,26.2975843,35.55210481,34.74863091,32.31068343,23.84975801,43.12864855,36.73827711,30.98575687,20.25329667,22.12111824,3,0,0,1,0,0,0,0,0
437,438,113.6251412,34.72516189,0.913838116,88.52348498,6.281227517,5.195288141,4.961569756,4.430940306,22.82776902,,,33.78057209,28.46650639,25.90413094,9.731732969,36.95333862,19.21575527,,31.04713039,35.99000626,21.53076114,10.55361571,33.84793722,39.74597141,24.15708781,14.72257135,16.37162165,9.540446347,,29.07225982,20.20988114,14.38342247,29.20384303,24.20591574,33.70013013,51.50986963,40.12475548,12.7548504,8.89329722,,26.65232839,42.34926577,26.23340304,35.57513103,34.92132664,32.32515763,23.79848509,43.22379488,36.68875523,30.99882593,19.47636853,22.04618007,3,0,0,1,0,0,0,0,0
438,439,113.6254889,34.72429129,1.415071897,83.34531695,7.381206989,9.27347526,4.826473252,4.478127704,22.74413013,,,33.89367772,28.46603166,26.21620854,9.736836688,36.82500458,19.36396838,,30.98950215,36.19625607,21.5823042,10.58638399,33.36410174,39.97000562,24.22781333,14.50256055,16.43925667,9.649125585,,29.22894565,20.45125599,14.39088211,29.30195666,24.22017854,33.74848803,51.79987067,40.12661033,12.76926,8.885069642,,26.40626477,42.49969596,26.37820491,35.75713215,35.13613129,32.47250663,23.96255019,43.37874072,36.72936047,31.08177745,19.29727783,22.03050412,3,0,0,1,0,0,0,0,0
439,440,113.6233571,34.72436191,1.260423281,87.70189937,6.896089534,5.402011636,5.007775764,4.609325241,22.87785339,,,34.20434513,28.19100609,25.925192,9.570384931,36.52000427,19.37398136,,31.18788052,36.43889552,21.3340065,10.76419624,33.89354967,39.72707094,24.22671864,14.33784993,16.66535211,9.69811455,,28.96576011,20.51087029,14.39566693,29.22063122,24.07030498,33.72429245,51.73325338,40.31352743,12.7264609,8.786986921,,26.76152958,42.38738194,26.07559678,35.49112488,35.34475632,32.18472583,23.85712967,43.44445141,36.89819295,30.89650536,19.14762442,22.12570287,3,0,0,1,0,0,0,0,0
440,441,113.6382944,34.72663818,0.838535079,84.38964442,11.42697796,4.18337925,3.381182234,3.5452445,22.57863026,,,34.18409393,28.89956703,25.01013126,10.21342294,36.77333917,19.68119975,,30.99932274,36.18190582,21.8594476,10.89729818,31.50525684,40.29412994,24.19857636,15.27700577,16.71758332,9.604347661,,29.87234408,20.67475853,14.49591832,29.58272185,24.55254224,34.10068905,50.79136004,40.19532061,13.02425575,9.267538294,,27.27050724,42.37202975,26.60543729,36.33734884,35.35663071,33.87994346,24.09931399,43.25568682,36.79750538,31.47134989,22.49533866,22.29741452,3,0,0,1,0,0,0,0,0
441,442,113.631161,34.73652851,1.595890573,83.49412257,10.88306737,3.53140938,5.207398635,3.185125455,22.3542436,,,34.99088154,29.67716829,26.24783908,10.65704922,36.77816572,20.04366952,,31.58519133,38.03280853,22.4494994,11.38650703,33.93203117,40.51420715,25.3903847,15.26784289,17.16222824,10.18136314,28.43742371,31.27191842,21.54640157,14.16195448,30.6103883,25.14459766,34.47124039,52.40522075,42.81444973,13.06063194,9.622846062,,27.24950542,43.3980567,27.20963173,36.97152497,36.37239564,33.36623167,25.20914299,44.8973814,37.85543861,31.27917258,20.40296729,22.27528852,3,0,0,1,0,0,0,0,0
442,443,113.6334115,34.7332364,1.087208101,87.36838784,10.63302255,1.998589496,5.798525838,3.262362238,22.43440832,,,34.78247466,29.28650761,25.97625599,10.4010743,36.86452641,19.99591775,,31.53075243,37.48120098,22.12443658,11.14247389,32.12962946,40.26298372,24.96790662,15.67350073,16.91050483,10.20528625,,30.83031777,21.32874665,14.40321206,30.19918804,24.88484561,34.11247461,51.89748838,42.39462104,13.02246151,9.483956985,,27.16325512,42.61428315,26.81425667,36.66038629,35.72094938,33.02167235,24.9218297,44.24019059,37.61572019,31.0246858,21.09951066,22.3224589,3,0,0,1,0,0,0,0,0
443,444,113.6360181,34.73172985,0.968409826,91.32806632,6.454573366,2.217361504,5.25226774,3.217895207,22.4934011,,,34.31893575,29.12088184,25.62253754,10.32837029,36.90923701,19.70132561,,31.23572062,36.88814341,22.00862189,10.92158548,30.2402534,40.03348861,24.29907359,15.3931303,16.60210617,10.02379556,,30.753591,20.69621329,14.49253729,29.83149634,24.62404457,34.00143489,51.29182423,41.39389547,13.03390714,9.293032596,,27.01506776,42.1533605,26.76690124,36.7239196,35.143919,33.15025857,24.39478537,43.46813049,37.02106187,30.74526348,22.14161869,22.15575581,3,0,0,1,0,0,0,0,0
444,445,113.6335881,34.73437701,1.319292739,84.4407021,13.23646433,2.179809479,4.582083829,3.164246351,22.3915845,,,34.89050236,29.3198812,25.99000597,10.4339043,36.90943833,20.06800518,,31.54988069,37.65026039,22.19087012,11.24154507,32.72531542,40.25787554,25.06037639,15.52140997,16.94852532,10.20838184,28.7166748,30.95957261,21.29086882,14.39100456,30.22313099,24.92225422,34.20887305,51.96363571,42.85552137,13.07469912,9.551381302,,27.21440748,42.77625618,26.88550625,36.73189329,35.87658827,33.13290662,24.9945055,44.30155803,37.59525604,30.99776038,20.88208046,22.26813087,3,0,0,1,0,0,0,0,0
445,446,113.6307567,34.73493666,2.453770018,84.09182248,12.72826375,3.137257904,5.158599675,3.321859082,22.42739717,,,34.85000648,29.73275776,26.45215713,10.59870067,36.82500712,20.00750542,,31.55311158,37.88321403,22.43286265,11.34525642,34.18851561,40.6149046,25.36383396,15.61156108,17.0442564,10.29957173,28.54949169,31.11421194,21.53840253,14.04150505,30.63177819,25.22714947,34.48475609,52.51619757,42.38452099,13.00760235,9.536963042,,27.22849605,43.31428326,27.21388168,36.8530633,36.26447128,33.35165685,25.39264856,44.91138885,37.93000605,31.58920624,20.4835043,22.39563065,3,0,0,1,0,0,0,0,0
446,447,113.6335485,34.73167073,0.479251627,89.44149532,10.45779221,0.100712943,5.886463728,3.375978449,22.54823284,,,34.56728938,29.08826783,25.80391963,10.2908802,36.81803357,19.88876343,,31.39813156,37.08371835,21.95696187,11.09124078,31.06888142,40.10943777,24.72238102,15.7980508,16.88392137,10.04851594,,30.49086893,21.08569876,14.48587971,29.92409357,24.75577277,33.91899379,51.58014509,41.93156413,12.94752341,9.404631615,,27.09375439,42.43214464,26.55820574,36.51460181,35.54044053,33.01065961,24.65742771,44.00595421,37.42950611,31.03074016,21.48774095,22.35679732,3,0,0,1,0,0,0,0,0
447,448,113.582559,34.6289327,0.855767778,8.307783569,3.881668943,0.0,0.0,15.50838754,19.12367125,33.2885381,,30.50338078,25.66050701,21.78522958,,30.25604478,19.1649047,,27.93121916,31.04699966,15.22926113,,,35.81253651,25.61700611,15.19180634,17.12318385,,29.38654883,22.70388222,,12.4932775,27.33925743,22.4678671,30.9237566,42.32816244,,10.51582858,,,21.55341842,40.17895091,24.18074695,31.54242402,32.14106343,29.04225693,20.72925169,38.81279108,33.33654747,,,19.13450584,3,0,0,1,0,0,0,0,0
448,449,113.631569,34.73211325,0.796267421,86.2583238,11.65558198,2.086095075,5.158098174,3.470611418,22.5128809,,,34.72150612,29.33377977,26.01932293,10.35950508,36.82967459,19.93162015,,31.42874894,37.47388153,22.08272147,11.14221469,32.6918578,40.28645743,25.04006939,15.96506679,16.99962819,10.12025954,,30.6148962,21.37566086,14.27311147,30.1676302,24.91176685,34.04255212,52.09589689,42.16849969,12.90132938,9.453882217,,27.16553303,42.73063107,26.67717623,36.38338184,35.81937341,33.06139223,24.99475574,44.38537979,37.74213123,31.29513393,21.17252067,22.48075523,3,0,0,1,0,0,0,0,0
449,450,113.6282798,34.73390517,0.640062487,85.48474045,11.25882659,3.137257904,6.851290171,3.571126751,22.46790775,,,34.52148871,29.89813175,26.84329696,10.58838952,36.8295814,19.97384976,,31.35918844,37.82304421,22.41575527,11.34354483,34.97249058,40.76041552,25.21138229,15.88415155,16.83075141,10.32200718,28.3110289,30.72134516,21.34546116,13.89963503,30.56962136,25.21932244,34.51050918,52.80334023,41.46148363,12.94304647,9.452615489,,27.33186843,43.34600601,27.16430992,36.75050583,36.00321716,33.40981445,25.36220757,44.70441584,37.77956597,31.80828691,20.90119982,22.44912643,3,0,0,1,0,0,0,0,0
450,451,113.6303392,34.73465753,0.878561698,84.99138899,11.87135403,3.137257904,5.962298306,3.371070244,22.43572031,,,34.79566696,29.7502593,26.52631121,10.5961298,36.77830022,20.00519494,,31.51472596,37.9101337,22.43845306,11.37390216,34.30107549,40.65569261,25.35845398,15.63447589,17.04263134,10.31836092,28.53000373,31.06114757,21.53800591,14.0130239,30.62910853,25.23529663,34.4795063,52.57840385,42.22971933,12.99099543,9.530887436,,27.24478813,43.3102562,27.15236688,36.85201777,36.23650627,33.34445021,25.42877235,44.87113075,37.94038105,31.64750642,20.52951125,22.39893653,3,0,0,1,0,0,0,0,0
451,452,113.6303868,34.72878522,1.199620957,93.97276815,6.027231548,0.0,4.816125267,3.807549329,22.74321587,,,34.15810732,29.2828009,25.76925179,10.32550488,36.77811288,19.65753626,,31.26747614,37.3030496,21.87557346,10.93825645,32.16781188,40.34265249,24.89000692,15.92020961,16.64395631,9.676797927,,30.18379922,20.96076579,14.01658862,30.11588154,24.75312567,33.95696244,52.45554579,41.60516916,12.83475723,9.402506447,,27.10925101,42.95507001,26.73767934,36.32193107,35.36136524,33.37913339,24.6643458,44.32143502,37.57317092,31.67859624,21.4052919,22.46848809,3,0,0,1,0,0,0,0,0
452,453,113.6300851,34.72966379,0.73417947,93.39967846,6.600321491,0.0,5.309177529,3.75734915,22.71755348,,,34.22063919,29.33675632,25.93913116,10.33671295,36.80147176,19.68861254,,31.27224371,37.33309202,21.94126989,10.9749415,32.70553494,40.32635498,24.88354795,15.99414273,16.67315098,9.766713975,,30.28846788,20.9540062,14.01062351,30.17663116,24.81878737,33.94222796,52.53667257,41.69573914,12.83642785,9.432396463,,27.19609212,42.9886227,26.70447161,36.26849653,35.36519237,33.2525407,24.77113832,44.34379492,37.62019301,31.58429114,21.41126294,22.48638153,3,0,0,1,0,0,0,0,0
453,454,113.6309569,34.73028892,1.072568249,93.02962888,6.970370824,0.0,5.384844937,3.651803561,22.68469709,,,34.45327644,29.24228504,25.82263241,10.3327211,36.78660553,19.84761537,,31.3523679,37.33981765,21.88925891,11.06850586,32.23918891,40.24515695,24.92220916,16.02619571,16.86788216,9.867364656,,30.3919111,21.13510151,14.13889548,30.08531453,24.77690361,33.85163097,52.30651651,41.82573065,12.86713295,9.425659559,,27.17101761,42.93500652,26.63403128,36.27088108,35.60013161,33.23741779,24.8320182,44.35127142,37.66321415,31.49412335,21.46874731,22.54124036,3,0,0,1,0,0,0,0,0
454,455,113.6279148,34.72846799,0.82979222,92.45759074,7.542408537,0.0,5.409378896,3.99216388,22.72786861,,,33.85793031,29.2986311,26.13731443,10.21291631,36.81378751,19.36597985,,31.05126512,36.88778404,21.92673478,10.65909725,33.64494512,40.26170065,24.44864947,15.78296037,16.33252241,9.524042355,,29.6978936,20.34267734,13.9871141,29.94650555,24.7419436,33.96225548,52.20053874,41.12288017,12.83313198,9.216169441,,27.13730127,42.58400612,26.62741447,35.99900513,34.88887494,33.0649682,24.38749013,43.71679593,37.08838062,31.41708658,20.97277256,22.26850777,3,0,0,1,0,0,0,0,0
455,456,113.6290925,34.72769811,0.94846405,94.90089272,5.099104994,0.0,4.485160767,3.976697366,22.75595653,,,33.80772728,29.2851004,25.93228536,10.2581814,36.80219995,19.44572957,,31.09803226,36.93900604,21.90585404,10.64791302,32.725071,40.3459452,24.6163361,15.73133894,16.37049998,9.498360356,,29.89500673,20.54800682,13.94271064,29.98615526,24.70257217,33.9556849,52.27587219,41.17149666,12.82541007,9.295448979,,26.97225628,42.69579214,26.6824759,36.19286181,34.94266539,33.23869524,24.40640335,43.87600574,37.19855926,31.52329633,21.02040466,22.30383451,3,0,0,1,0,0,0,0,0
456,457,113.6313101,34.7240405,0.755922034,81.1428964,9.413081789,9.444023585,3.329558482,4.15080322,22.46962829,,,34.47568521,29.29863129,25.20623242,10.3067564,37.37000621,19.83708769,,31.01758343,37.56308732,21.84280092,10.76731432,29.87795585,40.92522579,25.07428266,15.18708634,16.68964051,9.759570199,,30.49688053,21.21721665,14.04926011,30.20648558,24.522877,34.39917828,52.61143494,41.14888077,12.8737566,9.226155725,,26.45300789,43.301651,27.27544973,36.4374583,35.62414842,34.07038474,24.92019712,44.26044661,37.37431007,31.85649862,20.78809999,22.1371769,3,0,0,1,0,0,0,0,0
457,458,113.6227036,34.73547684,1.249229835,71.24458208,27.54489784,0.124400691,9.420821073,3.895412591,22.60588169,,,33.71522342,29.18567301,26.89893768,10.35338154,37.95037842,19.32862192,,31.14101902,36.60434593,21.784327,11.15087758,34.95566679,39.98705379,24.41365387,,16.65425587,10.08292498,28.16302375,28.69038124,20.91352777,14.20575638,29.75025642,24.86355031,34.01046543,51.33341426,38.8408327,12.96912562,9.31025383,,27.34228419,42.40677657,26.58613033,36.65763054,35.31497666,33.04552945,24.31813068,43.69288101,36.66851522,31.25066376,21.1125233,22.41264814,3,0,0,1,0,0,0,0,0
458,459,113.6270568,34.73717561,0.46080648,83.68632396,12.11896419,3.137257904,7.160087537,3.456747071,22.45309222,,,34.38338146,29.8185589,27.22634668,10.75000607,38.43572235,19.86938382,,31.46475582,37.50447246,22.29692375,11.4594179,34.88738022,40.61636305,25.23076126,14.77042135,16.99176601,10.17870146,28.32017414,30.4805722,21.2943531,13.85321535,30.57342336,25.24454039,34.53169488,52.36351078,40.13407407,13.0908823,9.446630287,,27.41541295,43.4161797,27.2312561,37.24152384,36.24233375,33.60415203,25.16355104,44.84642745,37.60120128,31.51769785,20.79805559,22.41507016,3,0,0,1,0,0,0,0,0
459,460,113.6356212,34.73610318,0.5261868,83.92616714,11.46646903,2.508661634,4.317510685,2.89763758,22.31945416,,,34.70764501,29.26761747,25.56900044,10.47795569,36.75174525,19.87688007,,31.3771307,37.51065083,22.2106274,11.27718608,32.84663219,40.23374554,24.71988144,15.47676272,16.7772895,9.956533856,28.36858041,31.037029,20.00800713,14.41425495,30.07252205,24.93597363,34.14824345,51.68677486,,13.17413216,9.542884595,,27.24750538,42.49830752,26.87000763,36.78358667,35.51346221,33.29221164,24.7291254,43.84810725,37.20443552,30.71885479,21.17189266,22.07736108,3,0,0,1,0,0,0,0,0
460,461,113.6507122,34.76152002,0.787824017,77.78270239,20.12655932,0.0,8.365165208,1.176256099,21.6437101,,14.45193642,35.23044336,29.42796203,26.77076001,10.48618204,36.33435855,19.78329809,,31.66358778,36.14739782,22.07642581,11.06907476,34.9842556,40.28782487,25.48114632,15.51063432,17.47000736,,31.4756116,31.36346704,20.83320801,14.23333882,29.73188114,24.70266473,34.32876473,53.12719941,,12.75741408,9.53850708,13.3974045,26.30910231,42.85136319,27.52863026,36.08686166,36.98874114,33.93407505,24.43472802,45.91561229,37.41888103,30.97624916,16.84715053,22.28075676,3,0,0,1,0,0,0,0,0
